nominative,genitive,gender,declension
abacus,abacī,m,II
abaliēnātiō,abaliēnātiīnis,f,III
Abantiadēs,Abantiadēsae,m,I
abavus,abavī,m,II
abdicātiō,abdicātiōnis,f,III
abdōmen,abdōmeninis,n,III
Abella,Abellae,f,I
aberrātiō,aberrātiōnis,f,III
abiectiō,abiectiōnis,f,III
abiēs,abietis,f,III
abitiō,abitiōnis,f,III
abitus,abitūs,m,IV
ablēgātiō,ablēgātiōnis,f,III
abolitiō,abolitiōnis,f,III
abolla,abollae,f,I
abortiō,abortiōnis,f,III
abortus,abortūs,m,IV
abrogātiō,abrogātiōnis,f,III
abrotonum,abrotonī,n,II
abruptiō,abruptiōnis,f,III
abscessiō,abscessiōnis,f,III
abscessus,abscessūs,m,IV
abscīsiō,abscīsiōnis,f,III
absentia,absentiae,f,I
absolūtiō,absolūtiōnis,f,III
abstinentia,abstinentiae,f,I
abundantia,abundantiae,f,I
abūsiō,abūsiōnis,f,III
abūsus,abūsūs,m,IV
Acadēmīa,Acadēmīae,f,I
Acadēmicus,Acadēmicī,m,II
Acadēmus,Acadēmī,m,II
acalanthis,acalanthidis,f,III
acanthus,acanthī,m,II
Acbarus,Acbarī,m,II
accelerātiō,accelerātiōnis,f,III
accēnsus,accēnsī,m,II
acceptiō,acceptiōnis,f,III
acceptum,acceptī,n,II
accessiō,accessiōnis,f,III
accessus,accessūs,m,IV
accipiter,accipitertris,m,III
acclāmātiō,acclāmātiōnis,f,III
acclīvitās,acclīvitātis,f,III
accola,accolae,m,I
accommodātiō,accommodātiōnis,f,III
accrētiō,accrētiōnis,f,III
accubitiō,accubitiōnis,f,III
accumulator,accumulatōris,m,III
accūrātiō,accūrātiōnis,f,III
accursus,accursūs,m,IV
accūsātiō,accūsātiōnis,f,III
accūsātor,accūsātōris,m,III
acer,acereris,n,III
acerbitās,acerbitātis,f,III
acerra,acerrae,f,I
acersecomēs,acersecomēsae,m,I
acervus,acervī,m,II
acētum,acētī,n,II
Achaemenēs,Achaemenīs,m,III
Acherōn,Acherōntis,m,III
Acherūns,Acherūnuntis,m,III
Achillēs,Achillis,m,III
Acīdalia,Acīdaliae,f,I
aciēs,aciēsēī,f,V
acīnacēs,acīnacis,m,III
acinus,acinī,m,II
acinum,acinī,n,II
acipēnser,acipēnsereris,m,III
āclys,āclyydis,f,III
acoenonoētus,acoenonoētī,m,II
aconītum,aconītī,n,II
Acragas,Acragaantis,m,III
acrātophoron,acrātophoronī,n,II
acrēdula,acrēdulae,f,I
ācrimōnia,ācrimōniae,f,I
Ācrisiōniadēs,Ācrisiōniadēsae,n,I
Ācrisius,Ācrisiī,m,II
acroāma,acroāmaatis,n,III
acroāsis,acroāsis,f,III
acta,actae,f,I
Actaeōn,Actaeōnonis,m,III
āctiō,āctiōnis,f,III
Actium,Actiī,n,II
āctor,āctōris,m,III
āctuāria,āctuāriae,f,I
āctuāriola,āctuāriolae,f,I
āctum,āctī,n,II
āctus,āctūs,m,IV
aculeus,aculeī,m,II
acūmen,acūmeninis,n,III
acus,acūs,f,IV
adāctiō,adāctiōnis,f,III
adamās,adamantis,m,III
addictiō,addictiōnis,f,III
additāmentum,additāmentī,n,II
adēmptiō,adēmptiōnis,f,III
adeptiō,adeptiōnis,f,III
adfābilitās,adfābilitātis,f,III
adfectātiō,adfectātiōnis,f,III
adfectiō,adfectiōnis,f,III
adfectus,adfectūs,m,IV
adfīnis,adfīnis,m,III
adfīnitās,adfīnitātis,f,III
adfīrmātiō,adfīrmātiōnis,f,III
adflātus,adflātūs,m,IV
adflīctātiō,adflīctātiōnis,f,III
adflīctor,adflīctōris,m,III
adfluentia,adfluentiae,f,I
adhaesiō,adhaesiōnis,f,III
adhortātiō,adhortātiōnis,f,III
adhortātor,adhortātōris,m,III
adiectiō,adiectiōnis,f,III
aditus,aditūs,m,IV
adiūmentum,adiūmentī,n,II
adiūnctiō,adiūnctiōnis,f,III
adiūnctor,adiūnctōris,m,III
adiūtor,adiūtōris,m,III
adiūtrīx,adiūtrīīcis,f,III
adlapsus,adlapsūs,m,IV
adlēgātiō,adlēgātiōnis,f,III
adlevāmentum,adlevāmentī,n,II
adlevātiō,adlevātiōnis,f,III
adlocūtiō,adlocūtiōnis,f,III
adloquium,adloquiī,n,II
adluviō,adluviōnis,f,III
adminiculum,adminiculī,n,II
administra,administrae,f,I
administrātiō,administrātiōnis,f,III
administrātor,administrātōris,m,III
admīrābilitās,admīrābilitātis,f,III
admīrātiō,admīrātiōnis,f,III
admīrātor,admīrātōris,m,III
admissārius,admissāriī,m,II
admissum,admissī,n,II
admīxtiō,admīxtiōnis,f,III
admonitiō,admonitiōnis,f,III
admonitor,admonitōris,m,III
admonitum,admonitī,n,II
admōtiō,admōtiōnis,f,III
admurmurātiō,admurmurātiōnis,f,III
Adōnis,Adōnis,m,III
adoptātiō,adoptātiōnis,f,III
ādoptiō,ādoptiōnis,f,III
adrīsiō,adrīsiōnis,f,III
adrogantia,adrogantiae,f,I
adsecla,adseclae,m,I
adsectātiō,adsectātiōnis,f,III
adsectātor,adsectātōris,m,III
adsecula,adseculae,m,I
adsēnsiō,adsēnsiōnis,f,III
adsēnsor,adsēnsōris,m,III
adsēnsus,adsēnsūs,m,IV
adsentātiō,adsentātiōnis,f,III
adsentātiuncula,adsentātiunculae,f,I
adsentātor,adsentātōris,m,III
adsertor,adsertōris,m,III
adsessiō,adsessiōnis,f,III
adsessor,adsessōris,m,III
adsessus,adsessūs,m,IV
adsevērātiō,adsevērātiōnis,f,III
adsiduitās,adsiduitātis,f,III
adsīgnātiō,adsīgnātiōnis,f,III
adsimulātiō,adsimulātiōnis,f,III
adsuētūdō,adsuētūdinis,f,III
adsultus,adsultūs,m,IV
adsūmptiō,adsūmptiōnis,f,III
adūlāns,adūlānntis,m,III
adūlātiō,adūlātiōnis,f,III
adūlātor,adūlātōris,m,III
adulēscentula,adulēscentulae,f,I
adulēscentulus,adulēscentulī,m,II
adulterium,adulteriī,n,II
adumbrātiō,adumbrātiōnis,f,III
aduncitās,aduncitātis,f,III
advectus,advectūs,m,IV
advena,advenae,m,I
adventus,adventūs,m,IV
adversātrīx,adversātrīīcis,f,III
adversiō,adversiōnis,f,III
adversum,adversī,n,II
adversus,adversī,m,II
adversum,adversī,n,II
advocāta,advocātae,f,I
advocātiō,advocātiōnis,f,III
advocātus,advocātī,m,II
advolātus,advolātūs,m,IV
adytum,adytī,n,II
aedēs,aedis,f,III
aedēs,aedēsaedium,f,I
aedicula,aediculae,f,I
aedificātiō,aedificātiōnis,f,III
aedificātiuncula,aedificātiunculae,f,I
aedificātor,aedificātōris,m,III
aedificium,aedificiī,n,II
aedīlis,aedīlis,m,III
aedīlitās,aedīlitātis,f,III
aedis,aedis,f,III
aedituus,aedituī,m,II
aegis,aegidis,f,III
aegrimōnia,aegrimōniae,f,I
aegritūdō,aegritūddinis,f,III
aegrōtātiō,aegrōtātiōnis,f,III
aelinos,aelinosī,m,II
aemulātiō,aemulātiōnis,f,III
aemulātor,aemulātōris,m,III
aemulātus,aemulātūs,m,IV
aenigma,aenigmaatis,n,III
aequābilitās,aequābilitātis,f,III
aequālitās,aequālitātis,f,III
aequanimitās,aequanimitātis,f,III
aequātiō,aequātiōnis,f,III
aequilībritās,aequilībritātis,f,III
aequinoctium,aequinoctiī,n,II
aequitās,aequitātis,f,III
aequor,aequoris,n,III
aequum,aequī,n,II
āēr,āērāeris,m,I
aerāria,aerāriae,f,I
aerārium,aerāriī,n,II
aerārius,aerāriī,m,II
aerūgō,aerūginis,f,III
aerumna,aerumnae,f,I
aes,aesaeris,n,I
aesculētum,aesculētī,n,II
aesculus,aesculī,f,II
aestās,aestātis,f,III
aestimātiō,aestimātiōnis,f,III
aestimātor,aestimātōris,m,III
aestuārium,aestuāriī,n,II
aestus,aestūs,m,IV
aetās,aetātis,f,III
aetātula,aetātulae,f,I
aeternitās,aeternitātis,f,III
aethēr,aethēreris,m,III
Aethiops,Aethiopopis,m,III
aethra,aethrae,f,I
aevitās,aevitātis,f,III
aevum,aevī,n,II
Āfrica,Āfricae,f,I
agāsō,agāsōnis,m,III
agellulus,agellulī,m,II
agellus,agellī,m,II
agēma,agēmaatis,n,III
Agēnor,Agēnoris,m,III
agger,aggereris,m,III
aggestus,aggestūs,m,IV
aggressiō,aggressiōnis,f,III
agilitās,agilitātis,f,III
agitātiō,agitātiōnis,f,III
agitātor,agitātōris,m,III
āgmen,āgmeninis,n,III
āgna,āgnae,f,I
Āgnālia,Āgnāliaium,n,II
āgnātiō,āgnātiōnis,f,III
āgnātus,āgnātī,m,II
āgnīna,āgnīnae,f,I
āgnitiō,āgnitiōnis,f,III
āgnus,āgnī,m,II
agōnium,agōniī,n,II
agrāria,agrāriae,f,I
agrestis,agrestis,m,III
agricola,agricolae,m,I
agripeta,agripetae,m,I
Āius,Āiī,m,II
āla,ālae,f,I
alacritās,alacritātis,f,III
alapa,alapae,f,I
Alauda,Alaudae,m,I
Albula,Albulae,f,I
album,albī,n,II
alcēs,alcis,f,III
Alcīdēs,Alcīdēsae,m,I
Alcinous,Alcinoī,m,II
alea,aleae,f,I
āleātor,āleātōris,m,III
āleō,āleōnis,m,III
alga,algae,f,I
algor,algōris,m,III
aliēnātiō,aliēnātiōnis,f,III
aliēnigena,aliēnigenae,m,I
aliēnum,aliēnī,n,II
aliēnus,aliēnī,m,II
aliēnum,aliēnī,n,II
alimentum,alimentī,n,II
alimōnium,alimōniī,n,II
alīptēs,alīptēsae,m,I
aliquantulum,aliquantulī,n,II
aliquantum,aliquantī,n,II
ālium,āliī,n,II
allēc,allēcēcis,n,III
Allobrox,Allobroogis,m,III
alnus,alnī,f,II
altāria,altāriaium,n,II
altercātiō,altercātiōnis,f,III
altitūdō,altitūddinis,f,III
altor,altōris,m,III
altrīx,altrīīcis,f,III
altum,altī,n,II
alumna,alumnae,f,I
alumnus,alumnī,m,II
alūta,alūtae,f,I
alvārium,alvāriī,n,II
alveolus,alveolī,m,II
alveus,alveī,m,II
alvus,alvī,f,II
Alyattēs,Alyattēseī,m,V
āmandātiō,āmandātiōnis,f,III
amāracus,amāracī,f,II
amarantus,amarantī,n,II
amāror,amārōris,m,III
Amaryllis,Amaryllisidis,f,II
amāta,amātae,f,I
Amathūsia,Amathūsiae,f,I
amātor,amātōris,m,III
Amāzōn,Amāzōnonis,f,III
Amāzonis,Amāzonidis,f,III
ambactus,ambactī,m,II
ambiguitās,ambiguitātis,f,III
Ambiorīx,Ambiorīīgis,m,III
ambitiō,ambitiōnis,f,III
ambitus,ambitūs,m,IV
Ambracia,Ambraciae,f,I
ambrosia,ambrosiae,f,I
ambūbāia,ambūbāiae,f,I
ambulātiō,ambulātiōnis,f,III
amellus,amellī,m,II
āmentia,āmentiae,f,I
āmentum,āmentī,n,II
ames,ameitis,m,III
amethystos,amethystosī,f,II
amīca,amīcae,f,I
amīcitia,amīcitiae,f,I
amictus,amictūs,m,IV
amīcula,amīculae,f,I
amiculum,amiculī,n,II
amīculus,amīculī,m,II
amīcus,amīcī,m,II
āmissiō,āmissiōnis,f,III
āmissum,āmissī,n,II
āmissus,āmissūs,m,IV
amita,amitae,f,I
amnicola,amnicolae,m,I
amniculus,amniculī,m,II
amnis,amnis,m,III
amoenitās,amoenitātis,f,III
amōmum,amōmī,n,II
amor,amōris,m,III
āmōtiō,āmōtiōnis,f,III
amphibolia,amphiboliae,f,I
Amphīōn,Amphīōnonis,m,III
amphitheātrum,amphitheātrī,n,II
amphora,amphorae,f,I
Amphrȳsus,Amphrȳsī,m,II
amplexus,amplexūs,m,IV
amplificātiō,amplificātiōnis,f,III
amplificātor,amplificātōris,m,III
amplitūdō,amplitūdinis,f,III
Ampsānctus,Ampsānctī,m,II
ampulla,ampullae,f,I
amputātiō,amputātiōnis,f,III
amurca,amurcae,f,I
amygdalum,amygdalī,n,II
amystis,amystidis,f,III
anāgnōstēs,anāgnōstēsae,m,I
anas,anaanatis,f,III
anaticula,anaticulae,f,I
anatocismus,anatocismī,m,II
Anchīsēs,Anchīsēsae,m,I
Anchīsiadēs,Anchīsiadēsae,m,I
ancīle,ancīleis,n,III
ancilla,ancillae,f,I
ancillula,ancillulae,f,I
ancora,ancorae,f,I
ancorāle,ancorāleis,n,III
andabata,andabatae,m,I
androgynus,androgynī,m,II
ānellus,ānellī,m,II
anēthum,anēthī,n,II
ānfrāctus,ānfrāctūs,m,IV
angor,angōris,m,III
anguiculus,anguiculī,m,II
anguigena,anguigenae,m,I
anguilla,anguillae,f,I
Anguitenēns,Anguitenēnentis,m,III
angulus,angulī,m,II
angustia,angustiae,f,I
angustum,angustī,n,II
anhēlitus,anhēlitūs,m,IV
anicula,aniculae,f,I
anīlitās,anīlitātis,f,III
anima,animae,f,I
animadversiō,animadversiōnis,f,III
animadversor,animadversōris,m,III
animal,animalālis,n,III
animātiō,animātiōnis,f,III
animula,animulae,f,I
animus,animī,m,II
Aniō,Aniēnis,m,III
annālis,annālis,m,III
annōna,annōnae,f,I
annus,annī,m,II
ānsa,ānsae,f,I
ānser,ānsereris,m,III
antecessiō,antecessiōnis,f,III
antecursor,antecursōris,m,III
antemna,antemnae,f,I
anteoccupātiō,anteoccupātiōnis,f,III
antepēs,antepedis,m,III
antepīlānus,antepīlānī,m,II
antēs,antēsīum,m,II
antesīgnānus,antesīgnānī,m,II
anthias,anthiasae,m,I
anticipātiō,anticipātiōnis,f,III
antidotum,antidotī,n,II
antīquāria,antīquāriae,f,I
antiquarius,antiquariī,m,II
antīquitās,antīquitātis,f,III
antistes,antisteitis,m,III
antistita,antistitae,f,I
antrum,antrī,n,II
ānulārius,ānulāriī,m,II
ānulus,ānulī,m,II
ānus,ānī,m,II
anus,anūs,f,IV
ānxietās,ānxietātis,f,III
ānxitūdō,ānxitūddinis,f,III
apēliōtēs,apēliōtēsae,m,I
apex,apeicis,m,III
aphractus,aphractī,f,II
apis,apis,f,III
apium,apiī,n,II
aplustre,aplustreis,n,III
apodȳtērium,apodȳtēriī,n,II
Apollō,Apollinis,m,III
apologus,apologī,m,II
apoproēgmenon,apoproēgmenonī,n,II
apothēca,apothēcae,f,I
apparātiō,apparātiōnis,f,III
apparātus,apparātūs,m,IV
appāritiō,appāritiōnis,f,III
appāritor,appāritōris,m,III
appellātiō,appellātiōnis,f,III
appellātor,appellātōris,m,III
appendicula,appendiculae,f,I
appendix,appendiicis,f,III
Appennīnicola,Appennīnicolae,m,I
appetentia,appetentiae,f,I
appetītiō,appetītiōnis,f,III
appetītus,appetītūs,m,IV
Appius,Appiī,m,II
applicātiō,applicātiōnis,f,III
approbātiō,approbātiōnis,f,III
approbātor,approbātōris,m,III
appropinquātiō,appropinquātiōnis,f,III
appulsus,appulsūs,m,IV
aprīcātiō,aprīcātiōnis,f,III
aqua,aquae,f,I
aquātiō,aquātiōnis,f,III
aquātor,aquātōnis,m,III
aquila,aquilae,f,I
aquilō,aquilōnis,m,III
aquula,aquulae,f,I
āra,ārae,f,I
arānea,arāneae,f,I
arāneola,arāneolae,f,I
arāneum,arāneumeī,n,V
arāneus,arāneī,m,II
arātiō,arātiōnis,f,III
arātor,arātōris,m,III
arātrum,arātrī,n,II
arbitra,arbitrae,f,I
arbitrium,arbitriī,n,II
arbōs,arbōoris,f,III
arbustum,arbustī,n,II
arbutum,arbutī,n,II
arbutus,arbutī,f,II
arca,arcae,f,I
archimagīrus,archimagīrī,m,II
archipīrāta,archipīrātae,m,I
architectūra,architectūrae,f,I
architectus,architectī,m,II
archōn,archōnontis,m,III
Arctos,Arctosī,f,II
arctūrus,arctūrī,m,II
arcula,arculae,f,I
arcus,arcūs,m,IV
ardea,ardeae,f,I
ārdeliō,ārdelionis,m,III
ārdor,ārdōris,m,III
arduum,arduī,n,II
ārea,āreae,f,I
Arēopagus,Arēopagī,m,II
aretālogus,aretālogī,m,II
argentum,argentī,n,II
argestēs,argestēsae,m,I
argilla,argillae,f,I
argītis,argītidis,f,III
argūmentātiō,argūmentātiōnis,f,III
argūmentum,argūmentī,n,II
argūtātiō,argūtātiōnis,f,III
arista,aristae,f,I
armamaxa,armamaxae,f,I
armāmentārium,armāmentāriī,n,II
armārium,armāriī,n,II
armātūra,armātūrae,f,I
armentārius,armentāriī,m,II
armentum,armentī,n,II
armigera,armigerae,f,I
armilla,armillae,f,I
Armilustrum,Armilustrī,n,II
armus,armī,m,II
arrabō,arrabōnis,m,III
ars,arartis,f,III
artēria,artēriae,f,I
articulus,articulī,m,II
artifex,artifeicis,m,III
artificium,artificiī,n,II
artolaganus,artolaganī,m,II
artopta,artoptae,f,I
ārula,ārulae,f,I
arvīna,arvīnae,f,I
arvum,arvī,n,II
arx,ararcis,f,III
ās,assis,m,III
āscea,āsceae,f,I
ascēnsiō,ascēnsiōnis,f,III
ascēnsus,ascēnsūs,m,IV
āscia,āsciae,f,I
ascrīptiō,ascrīptiōnis,f,III
ascrīptor,ascrīptōris,m,III
asella,asellae,f,I
asellus,asellī,m,II
asīlus,asīlī,m,II
asinus,asinī,m,II
asōtus,asōtī,m,II
asparagus,asparagī,m,II
aspectus,aspectūs,m,IV
aspergō,asperginis,f,III
asperitās,asperitātis,f,III
āspernātiō,āspernātiōnis,f,III
aspersiō,aspersiōnis,f,III
aspīrātiō,aspīrātiōnis,f,III
aspis,aspidis,f,III
asportātiō,asportātiōnis,f,III
āssa,āssae,f,I
asser,assereris,m,III
astipulātor,astipulātōris,m,III
astrologia,astrologiae,f,I
astrologus,astrologī,m,II
astrum,astrī,n,II
astūs,astūsūs,m,IV
astūtia,astūtiae,f,I
asȳlum,asȳlī,n,II
Atābulus,Atābulī,m,II
atavus,atavī,m,II
āthlēta,āthlētae,m,I
atomus,atomī,f,II
ātrāmentum,ātrāmentī,n,II
Atrīdēs,Atrīdēsae,m,I
ātriēnsis,ātriēnsis,m,III
ātriolum,ātriolī,n,II
ātrium,ātriī,n,II
atrōcitās,atrōcitātis,f,III
attagēn,attagēnēnis,m,III
attegia,attegiae,f,I
attentiō,attentiōnis,f,III
attenuātiō,attenuātiōnis,f,III
attribūtiō,attribūtiōnis,f,III
attribūtum,attribūtī,n,II
auceps,aucepupis,m,III
auctiō,auctiōnis,f,III
auctor,auctōris,m,III
auctōrāmentum,auctōrāmentī,n,II
auctōritās,auctōritātis,f,III
auctus,auctūs,m,IV
aucupium,aucupiī,n,II
audācia,audāciae,f,I
audentia,audentiae,f,I
audientia,audientiae,f,I
audītiō,audītiōnis,f,III
audītor,audītōris,m,III
audītōrium,audītōriī,n,II
audītus,audītūs,m,IV
augur,augururis,m,III
augurātus,augurātūs,m,IV
augurium,auguriī,m,II
Augustus,Augustī,m,II
aula,aulae,f,I
aulaeum,aulaeī,n,II
aulicus,aulicī,m,II
auloedus,auloedī,m,II
aura,aurae,f,I
aurāria,aurāriae,f,I
auricula,auriculae,f,I
aurifex,aurifeicis,m,III
aurīga,aurīgae,m,I
aurigena,aurigenae,m,I
auris,auris,f,III
aurītulus,aurītulī,m,II
aurōra,aurōrae,f,I
aurum,aurī,n,II
auscultātor,auscultātōris,m,III
auspex,auspeicis,m,III
auspicium,auspiciī,n,II
ausum,ausī,n,II
authepsa,authepsae,f,I
auxiliātor,auxiliātōris,m,III
auxilium,auxiliī,n,II
avāritia,avāritiae,f,I
avēna,avēnae,f,I
āversor,āversōris,m,III
avia,aviae,f,I
aviārium,aviāriī,n,II
aviditās,aviditātis,f,III
avis,avis,f,III
āvocātiō,āvocātiōnis,f,III
avunculus,avunculī,m,II
avus,avī,m,II
axīs,axīis,m,III
Babylō,Babylōnis,m,III
baccaris,baccaris,f,III
Baccha,Bacchae,f,I
Bacchānal,Bacchānalālis,n,III
bacchātiō,bacchātiōnis,f,III
Bacchus,Bacchī,m,II
bacillum,bacillī,n,II
bāiulus,bāiulī,m,II
bālaena,bālaenae,f,I
bālāns,bālānntis,m,III
balanus,balanī,f,II
balatrō,balatrōnis,m,III
bālātus,bālātūs,m,IV
ballista,ballistae,f,I
balneātor,balneātōris,m,III
balneolum,balneolī,n,II
balsamum,balsamī,n,II
balteus,balteī,m,II
barathrum,barathrī,n,II
barba,barbae,f,I
barbaria,barbariae,f,I
barbarismus,barbarismī,m,II
barbitos,barbitosī,m,II
barbula,barbulae,f,I
bardītus,bardītī,m,II
bāris,bārisidos,f,II
bārō,bārōnis,m,III
barrus,barrī,m,II
bascauda,bascaudae,f,I
bāsiātiō,bāsiātiōnis,f,III
basilica,basilicae,f,I
basis,basis,f,III
bāsium,bāsiī,n,II
batillum,batillī,m,II
beātum,beātī,n,II
bellāns,bellānntis,m,III
bellātor,bellātōris,m,III
bellātrīx,bellātrīīcis,f,III
bellicum,bellicī,n,II
Bellōna,Bellōnae,f,I
beneficentia,beneficentiae,f,I
beneficium,beneficiī,n,II
benīgnitās,benīgnitātis,f,III
bērullos,bērullosī,m,II
bēs,bbēssis,m,III
bēstia,bēstiae,f,I
bēstiārius,bēstiāriī,m,II
bēstiola,bēstiolae,f,I
bēta,bētae,f,I
bibliothēca,bibliothēcae,f,I
bidental,bidentalālis,n,III
bīduum,bīduī,n,II
biennium,bienniī,n,II
bilībra,bilībrae,f,I
bīlis,bīlis,f,III
bimarītus,bimarītī,m,II
binoctium,binoctiī,n,II
bitūmen,bitūmeninis,n,III
blandiēns,blandiēnentis,m,III
blandiloquentia,blandiloquentiae,f,I
blandīmentum,blandīmentī,n,II
blanditia,blanditiae,f,I
blatta,blattae,f,I
Bocchar,Bocchararis,m,III
bōlētus,bōlētī,m,II
bolus,bolī,m,II
bombus,bombī,m,II
bombȳx,bombȳȳcis,m,III
bonitās,bonitātis,f,III
boreās,boreāsae,m,I
bōs,bōbovis,m,III
Bosporus,Bosporī,m,II
brāca,brācae,f,I
bracchiolum,bracchiolī,n,II
bracchium,bracchiī,n,II
bractea,bracteae,f,I
bracteola,bracteolae,f,I
brassica,brassicae,f,I
brevitās,brevitātis,f,III
Brīsēïs,Brīsēïsidos,f,II
Bromius,Bromiī,m,II
brūma,brūmae,f,I
būbīle,būbīleis,n,III
būbō,būbōnis,m,III
bubulcus,bubulcī,m,II
bucca,buccae,f,I
buccula,bucculae,f,I
būcinātor,būcinātōris,m,III
būcula,būculae,f,I
būfō,būfōnis,m,III
bulbus,bulbī,m,II
bulla,bullae,f,I
būmastus,būmastī,f,II
būris,būris,m,III
būstum,būstī,n,II
buxum,buxī,n,II
buxus,buxī,f,II
caballus,caballī,m,II
cachinnātiō,cachinnātiōnis,f,III
cachinnus,cachinnī,m,II
cacoēthes,cacoētheis,n,III
cacūmen,cacūmeninis,n,III
cadāver,cadāvereris,n,III
Cadmēis,Cadmēidis,f,III
cādūceātor,cādūceātōris,m,III
cādūceus,cādūceī,m,II
cadurcum,cadurcī,n,II
cadus,cadī,m,II
caecitās,caecitātis,f,III
caelāmen,caelāmeninis,n,III
caelātor,caelātōris,m,III
caelicola,caelicolae,m,I
caelum,caelī,n,II
caementum,caementī,n,II
caerimōnia,caerimōniae,f,I
caetra,caetrae,f,I
calamitās,calamitātis,f,III
calamus,calamī,m,II
calathiscus,calathiscī,m,II
calathus,calathī,m,II
calcar,calcarāris,n,III
calceāmentum,calceāmentī,n,II
calceolus,calceolī,m,II
calceus,calceī,m,II
calculus,calculī,m,II
caliendrum,caliendrī,n,II
caliga,caligae,f,I
cālīgō,cālīginis,f,III
calix,caliicis,m,III
calliditās,calliditātis,f,III
callis,callis,m,III
callum,callī,n,II
cālō,cālōnis,m,III
calor,calōris,m,III
caltha,calthae,f,I
calumnia,calumniae,f,I
calumniātor,calumniātōris,m,III
calva,calvae,f,I
calvitium,calvitiī,n,II
calx,calcis,f,III
calx,calcis,f,III
camara,camarae,f,I
camella,camellae,f,I
camēlus,camēlī,m,II
Camēna,Camēnae,f,I
camera,camerae,f,I
camīnus,camīnī,m,II
cammarus,cammarī,m,II
campus,campī,m,II
cāmus,cāmī,m,II
canālis,canālis,m,III
candēla,candēlae,f,I
candēlābrum,candēlābrī,n,II
candidātus,candidātī,m,II
candor,candōris,m,III
canīcula,canīculae,f,I
canis,canis,m,III
canistrum,canistrī,n,II
canna,cannae,f,I
canor,canōris,m,III
cantāmen,cantāmenīnis,n,III
cantharis,cantharidis,f,III
cantharus,cantharī,m,II
canthērius,canthēriī,m,II
canticum,canticī,n,II
cantilēna,cantilēnae,f,I
cantiō,cantiōnis,f,III
cantiuncula,cantiunculae,f,I
cantor,cantōris,m,III
cantus,cantūs,m,IV
capācitās,capācitātis,f,III
capēdō,capēdinis,f,III
capēduncula,capēdunculae,f,I
capella,capellae,f,I
capillus,capillī,m,II
capis,capidis,f,III
capistrum,capistrī,n,II
capital,capitalālis,n,III
capitāle,capitāleis,n,III
capitō,capitōnis,m,III
Capitōlium,Capitōliī,n,II
capitulum,capitulī,n,II
capra,caprae,f,I
caprea,capreae,f,I
capreolus,capreolī,m,II
Capricornus,Capricornī,m,II
caprifīcus,caprifīcī,f,II
caprimulgus,caprimulgī,m,II
capsa,capsae,f,I
capsula,capsulae,f,I
capta,captae,f,I
captātiō,captātiōnis,f,III
captātor,captātōris,m,III
captiō,captiōnis,f,III
captiuncula,captiunculae,f,I
captīva,captīvae,f,I
captīvitās,captīvitātis,f,III
captus,captī,m,II
captus,captūs,m,IV
capulus,capulī,m,II
caput,caputitis,n,III
carbasus,carbasī,f,II
carbō,carbōnis,m,III
carbunculus,carbunculī,m,II
carcer,carcereris,m,III
carchēsium,carchēsiī,n,II
cardō,cardinis,m,III
cārduus,cārduī,m,II
cārectum,cārectī,n,II
cārex,cāreicis,f,III
carīna,carīnae,f,I
cāris,cāridis,f,III
cāritās,cāritātis,f,III
carmen,carmeninis,n,III
Carmentis,Carmentis,f,III
carnifex,carnifeficis,m,III
carnificīna,carnificīnae,f,I
carō,carcarnis,f,III
carpentum,carpentī,n,II
carptor,carptōris,m,III
carrus,carrī,m,II
casa,casae,f,I
cāseus,cāseī,m,II
casia,casiae,f,I
cassida,cassidae,f,I
cassis,cassidis,f,III
cassis,cassis,m,III
Castalia,Castaliae,f,I
castanea,castaneae,f,I
castellum,castellī,n,II
castīgātōr,castīgātōris,m,III
castimōnia,castimōniae,f,I
castitās,castitātis,f,III
castor,castōris,m,III
castoreum,castoreumeī,n,V
castrum,castrī,n,II
casula,casulae,f,I
cāsus,cāsūs,m,IV
Catamītus,Catamītī,m,II
cataphractēs,cataphractēsae,m,I
cataplūs,cataplūsī,m,II
catapulta,catapultae,f,I
cataracta,cataractae,f,I
catasta,catastae,f,I
catella,catellae,f,I
catēlla,catēllae,f,I
catellus,catellī,m,II
catēna,catēnae,f,I
caterva,catervae,f,I
cathedra,cathedrae,f,I
catillus,catillī,m,II
catīnus,catīnī,m,II
catōnium,catōniī,n,II
catulus,catulī,m,II
caudex,caudeicis,m,III
cōpō,cōpōnis,m,III
caupōna,caupōnae,f,I
caupōnula,caupōnulae,f,I
causa,causae,f,I
causārius,causāriī,m,II
causidicus,causidicī,m,II
causula,causulae,f,I
cautiō,cautiōnis,f,III
cautor,cautōris,m,III
cavea,caveae,f,I
caverna,cavernae,f,I
cavillātiō,cavillātiōnis,f,III
cavillātor,cavillātōris,m,III
cedrus,cedrī,f,II
Celaenō,Celaenōūs,f,IV
celebrātiō,celebrātiōnis,f,III
celebritās,celebritātis,f,III
celeritās,celeritātis,f,III
cella,cellae,f,I
cellula,cellulae,f,I
celōx,celōōcis,f,III
cēnāculum,cēnāculī,n,II
cēnātiō,cēnātiōnis,f,III
cēnsor,cēnsōris,m,III
cēnsura,cēnsurae,f,I
cēnsus,cēnsūs,m,IV
centaurēum,centaurēī,n,II
Centaurus,Centaurī,m,II
Centaurus,Centaurī,f,II
centō,centōnis,m,III
centunculus,centunculī,m,II
centuria,centuriae,f,I
centuriātus,centuriātūs,m,IV
